Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Conservation Advice,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
81532,Neosilurus gloveri,Dalhousie Catfish,Critically Endangered,Neosilurus gloveri,16-Jul-24,,16-Jul-24,Actinopterygii,Siluriformes,Plotosidae,Neosilurus,ray-finned fishes,,,,,,,,,,,,,,,,,Critically Endangered,Neosilurus gloveri,,,,,Endemic,,,,,,,,,,,,
60715,Neosilurus hyrtlii,Hyrtl's Catfish,,,,,,Actinopterygii,Siluriformes,Plotosidae,Neosilurus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Neosilurus hyrtlii,,,,,,,,,,,,,,,,,
90737,Neosilurus mollespiculum,Softspine Catfish,,,,,,Actinopterygii,Siluriformes,Plotosidae,Neosilurus,ray-finned fishes,,,,,,,,,,,,,,,,,Vulnerable,Neosilurus mollespiculum,,,,,,,,,,,,,,,,,
91983,Neosilurus pseudospinosus,"Falsespine Catfish, False-spined Catfish",,,,,,Actinopterygii,Siluriformes,Plotosidae,Neosilurus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Neosilurus pseudospinosus,,,,,,,,,,,,,,,,,
58493,Neosticta fraseri, ,,,,,,Insecta,Odonata,Isostictidae,Neosticta,insects,,,,,,,,,,,,,,,,,Least Concern,Neosticta fraseri,,,,,,,,,,,,,,,,,
58494,Neosticta silvarum, ,,,,,,Insecta,Odonata,Isostictidae,Neosticta,insects,,,,,,,,,,,,,,,,,Data Deficient,Neosticta silvarum,,,,,,,,,,,,,,,,,
13392,Neostrearia fleckeri, ,,,,,,Magnoliopsida,Hamamelidales,Hamamelidaceae,Neostrearia,dicots (two seed leaves),,,,,,,Near Threatened,Neostrearia fleckeri,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
88841,Neotrygon annotata,"Plain Maskray, Brown Stingray",,,,,,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon,sharks,,,,,,,,,,,,,,,,,Near Threatened,Neotrygon annotata,,,,,,,,,,,,,,,,,
93859,Neotrygon australiae,Bluespotted Maskray,,,,,,Chondrichthyes,Myliobatiformes,Dasyatidae,Neotrygon,sharks,,,,,,,,,,,,,,,,,Near Threatened,Neotrygon australiae,,,,,,,,,,,,,,,,,
6392,Nepenthes mirabilis,Tropical Pitcher Plant,,,,,,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Nepenthes mirabilis,,,,Present,,,,,,,,,,,,,
84814,Nepenthes mirabilis (Bramston Beach population),Pitcher Plant  (Bramston Beach population),,,,,,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes,dicots (two seed leaves),,,,,,,Endangered,Nepenthes mirabilis (Bramston Beach population),,,,,,,,,,,,,,Present,,,,,,,,,,,,,
89277,Nepenthes parvula,pitcher plant,,,,,,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Nepenthes parvula,,,,,,,,,,,,,,,,,
92595,Nepenthes rowaniae, ,,,,,,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Nepenthes rowaniae,,,,,,,,,,,,,,,,,
84767,Nepenthes tenax,pitcher plant,,,,,,Magnoliopsida,Nepenthales,Nepenthaceae,Nepenthes,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Nepenthes tenax,,,,,,,,,,,,,,,,,
92161,Nephelolejeunea hamata,Pouncewort,,,,,,Hepaticopsida,Jungermanniales,Lejeuneaceae,Nephelolejeunea,liverworts,,,,,,,,,,,,,Endangered,Nephelolejeunea hamata,,,,,,,,,,,,,,,,,,,,,
75623,Nephila plumipes,Golden Orb-weaving Spider,,,,,,Arachnida,Araneae,Tetragnathidae,Nephila,"spiders, scorpions, mites",,,,,,,,,,,,,,,,,Least Concern,Nephila plumipes,,,,,,,,,,,,,,,,,
64390,Nephrurus amyae,Centralian Knob-tailed Gecko,,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus amyae,,,,,,,,,,,,,,,,,
1689,Nephrurus asper,"Prickly Knob-tailed Gecko, Rough Knob-tail",,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus asper,,,,,,,,,,,,,,,,,
1690,Nephrurus deleani,Pernatty Knob-tail,,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,Rare,Nephrurus deleani,,,,,,,Least Concern,Nephrurus deleani,,,,,Endemic,,,,,,,,,,,,
1691,Nephrurus laevissimus,"Pale Knob-tailed Gecko, Smooth Knob-tail",,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus laevissimus,,,,,,,,,,,,,,,,,
1692,Nephrurus levis,"Smooth Knob-tailed Gecko, Three-lined Knob-tail",,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus levis,,,,,,,,,,,,,,,,,
64391,Nephrurus sheai,Northern Knob-tailed Gecko,,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus sheai,,,,,,,,,,,,,,,,,
1693,Nephrurus stellatus,"Starred Knob-tailed Gecko, Stellate Knob-tail",,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus stellatus,,,,,,,,,,,,,,,,,
1694,Nephrurus vertebralis,Midline Knob-tail,,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus vertebralis,,,,,,,,,,,,,,,,,
1695,Nephrurus wheeleri,Banded Knob-tail,,,,,,Reptilia,Squamata,Carphodactylidae,Nephrurus,reptiles,,,,,,,,,,,,,,,,,Least Concern,Nephrurus wheeleri,,,,,,,,,,,,,,,,,
84895,Neptunia oleracea,"Yellow Pan Weed, Water Mimosa,",,,,,,Magnoliopsida,Fabales,Fabaceae,Neptunia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Neptunia oleracea,,,,,,,,,,,,,,,,,
84894,Neptunia plena,Water Mimosa,,,,,,Magnoliopsida,Fabales,Fabaceae,Neptunia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Neptunia plena,,,,,,,,,,,,,,,,,
84742,Nereia lophocladia,marine brown alga,,,,,,Phaeophyceae,Sporochnales,Sporochnaceae,Nereia,seaweeds,,,Critically Endangered,Nereia lophocladia,,,,,,,,,,,,,,,,Present,,,,Present,Historic,,,,,,,,,,
77931,Nerita articulata,nerite,,,,,,Gastropoda,Neritospina,Neritidae,Nerita,"snails, slugs",,,,,,,,,,,,,,,,,Least Concern,Nerita articulata,,,,,,,,,,,,,,,,,
39588,Nerium oleander,Oleander,,,,,,Magnoliopsida,Gentianales,Apocynaceae,Nerium,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Nerium oleander,,,,,,,,,,,,,,,,,
6594,Nertera granadensis,Matted Nertera,,,,,,Magnoliopsida,Rubiales,Rubiaceae,Nertera,dicots (two seed leaves),,,,,,,,,Endangered,Nertera granadensis,,,,,,,,,,,,,Present,,,,,,,,,,,,
11263,Nervilia crociformis, ,,,,,,Liliopsida,Orchidales,Orchidaceae,Nervilia,monocots (single seed leaf),,,,,,,Near Threatened,Nervilia crociformis,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
86390,Nesoptilotis flavicollis,Yellow-throated Honeyeater,,,,,,Aves,Passeriformes,Meliphagidae,Nesoptilotis,birds,,,,,,,,,,,,,,,,,Least Concern,Nesoptilotis flavicollis,,,,,,,,,,,,,,,,,
86391,Nesoptilotis leucotis,White-eared Honeyeater,,,,,,Aves,Passeriformes,Meliphagidae,Nesoptilotis,birds,,,,,,,,,,,,,,,,,Least Concern,Nesoptilotis leucotis,,,,,,,,,,,,,,,,,
86394,Nesoptilotis leucotis thomasi,Kangaroo Island White-eared Honeyeater,Endangered,Nesoptilotis leucotis thomasi,14-Dec-21,,14-Dec-21,Aves,Passeriformes,Meliphagidae,Nesoptilotis,birds,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
25891,Nestor productus,Norfolk Island Kaka,Extinct,Nestor productus,16-Jul-00,,,Aves,Psittaciformes,Psittacidae,Nestor,birds,,,,,,,,,,,,,,,,,Extinct,Nestor productus,,,,,,,,,,,,,,Historic,,,
966,Nettapus coromandelianus,Cotton Pygmy-goose,,,,,,Aves,Anseriformes,Anatidae,Nettapus,birds,,,Endangered,Nettapus coromandelianus,,,,,,,,,,,,,Least Concern,Nettapus coromandelianus,,Present,,,,,,,,,,,,,,,
967,Nettapus pulchellus,Green Pygmy-goose,,,,,,Aves,Anseriformes,Anatidae,Nettapus,birds,,,,,,,,,,,,,,,,,Least Concern,Nettapus pulchellus,,,,,,,,,,,,,,,,,
89921,Netuma thalassina,"Giant Sea Catfish, Giant Salmon Catfish",,,,,,Actinopterygii,Siluriformes,Ariidae,Netuma,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Netuma thalassina,,,,,,,,,,,,,,,,,
18354,Neurachne lanigera, ,,,,,,Liliopsida,Cyperales,Poaceae,Neurachne,monocots (single seed leaf),,,,,,,,,Rare,Neurachne lanigera,,,,,,,,,,,,,,,,,,,,,,,,,
11365,Neurachne minor, ,,,,,,Liliopsida,Cyperales,Poaceae,Neurachne,monocots (single seed leaf),,,,,,,,,,,,,,,,,Least Concern,Neurachne minor,,,,,,,,,,,,,,,,,
75189,Neurothemis stigmatizans,Painted Grasshawk,,,,,,Insecta,Odonata,Libellulidae,Neurothemis,insects,,,,,,,,,,,,,,,,,Least Concern,Neurothemis stigmatizans,,,,,,,,,,,,,,,,,
18434,Newcastelia velutina, ,Vulnerable,Newcastelia velutina,16-Jul-00,,29-Apr-14,Magnoliopsida,Lamiales,Verbenaceae,Newcastelia,dicots (two seed leaves),,,,,,,Vulnerable,Newcastelia velutina,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
86749,Newnhamia fuscata,Seed Shrimp,,,,,,Crustacea,Podocopida,Notodromadidae,Newnhamia,crustaceans,,,,,,,,,,,,,,,,,Vulnerable,Newnhamia fuscata,,,,,,,,,,,,,,,,,
86750,Newnhamia insolita,Seed Shrimp,,,,,,Crustacea,Podocopida,Notodromadidae,Newnhamia,crustaceans,,,,,,,,,,,,,,,,,Vulnerable,Newnhamia insolita,,,,,,,,,,,,,,,,,
20002,Nicotiana burbidgeae, ,,,,,,Magnoliopsida,Solanales,Solanaceae,Nicotiana,dicots (two seed leaves),,,,,,,,,Vulnerable,Nicotiana burbidgeae,,,,,,,,,,,,,Present,,,,,,,,,,,,
9585,Nicotiana goodspeedii, ,,,,,,Magnoliopsida,Solanales,Solanaceae,Nicotiana,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Nicotiana goodspeedii,,,,,,,,,,,,,,,,,,,,,
2099,Nicotiana suaveolens,Native Tobacco,,,,,,Magnoliopsida,Solanales,Solanaceae,Nicotiana,dicots (two seed leaves),,,,,,,,,,,,,Endangered,Nicotiana suaveolens,,,,,,,,,,,,,,,,,,,,,
85182,Nicotiana truncata, ,,,,,,Magnoliopsida,Solanales,Solanaceae,Nicotiana,dicots (two seed leaves),,,,,,,,,Rare,Nicotiana truncata,,,,,,,,,,,,,,,,,,,,,,,,,
55182,Nicotiana wuttkei, ,,,,,,Magnoliopsida,Solanales,Solanaceae,Nicotiana,dicots (two seed leaves),,,,,,,Endangered,Nicotiana wuttkei,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
76330,Niemeyera antiloga,Brown Pearwood,,,,,,Magnoliopsida,Ebenales,Sapotaceae,Niemeyera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Amorphospermum antilogum,,,,,,,,,,,,,,,,,
3779,Niemeyera chartacea,Smooth-leaved Plum,,,,,,Magnoliopsida,Ebenales,Sapotaceae,Niemeyera,dicots (two seed leaves),,,Endangered,Niemeyera chartacea,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
16924,Niemeyera prunifera, ,,,,,,Magnoliopsida,Ebenales,Sapotaceae,Niemeyera,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Niemeyera prunifera,,,,,,,,,,,,,,,,,
84699,Niemeyera whitei,"Rusty Plum, Plum Boxwood",,,,,,Magnoliopsida,Ebenales,Sapotaceae,Niemeyera,dicots (two seed leaves),,,Vulnerable,Niemeyera whitei,,,Vulnerable,Niemeyera whitei,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
334,Ningaui ridei,Wongai Ningaui,,,,,,Mammalia,Polyprotodonta,Dasyuridae,Ningaui,mammals,,,,,,,,,,,,,,,,,Least Concern,Ningaui ridei,,,,,,,,,,,,,,,,,
311,Ningaui timealeyi,Pilbara Ningaui,,,,,,Mammalia,Polyprotodonta,Dasyuridae,Ningaui,mammals,,,,,,,,,,,,,,,,,Least Concern,Ningaui timealeyi,,,,,,,,,,,,,,,,,
312,Ningaui yvonneae, ,,,,,,Mammalia,Polyprotodonta,Dasyuridae,Ningaui,mammals,,,Vulnerable,Ningaui yvonneae,,,,,,,,,,,,,Least Concern,Ningaui yvonneae,,Present,,,,,,,,,,,,,,,
86751,Ningbingia australis,camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Ningbingia australis,,,,,,,,,,,,,,,,,
84144,Ningbingia australis australis,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia australis australis,,,,,,,,,,Present,,,,,,,,,
84145,Ningbingia australis elongata,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia australis elongata,,,,,,,,,,Present,,,,,,,,,
84146,Ningbingia bulla,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia bulla,Vulnerable,Ningbingia bulla,,,,,,,,Present,,,,,,,,,
84147,Ningbingia dentiens,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia dentiens,Vulnerable,Ningbingia dentiens,,,,,,,,Present,,,,,,,,,
84148,Ningbingia laurina,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia laurina,Vulnerable,Ningbingia laurina,,,,,,,,Present,,,,,,,,,
84149,Ningbingia octava,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia octava,Vulnerable,Ningbingia octava,,,,,,,,Present,,,,,,,,,
84150,Ningbingia res,a camaenid land snail,,,,,,Gastropoda,Pulmonata,Camaenidae,Ningbingia,"snails, slugs",,,,,,,,,,,,,,,Critically Endangered,Ningbingia res,Vulnerable,Ningbingia res,,,,,,,,Present,,,,,,,,,
81095,Ninox boobook,Southern Boobook,,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,,,,,,,,,,,Least Concern,Ninox boobook,,,,,,,,,,,,,,,,,
694,Ninox connivens,Barking Owl,,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,Vulnerable,Ninox connivens,,,,,,,,,Critically Endangered ,Ninox connivens,,,Least Concern,Ninox connivens,,Present,Present,Present,Present,,Present,Present,,,,,,,,,
67050,Ninox connivens connivens,Southern Barking Owl,,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,,,Rare,Ninox connivens connivens,,,,,,,,,,,,,,,,,,,,,,,,,
66671,Ninox natalis,"Christmas Island Hawk-Owl, Christmas Boobook",Vulnerable,Ninox natalis,16-Jul-00,,15-Jul-16,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,,,,,,,,,,,Vulnerable,Ninox natalis,,,,,,,,,,,Endemic,,,,,,
695,Ninox novaeseelandiae,Tasman Morepork,,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,,,,,,,,,,,Least Concern,Ninox novaeseelandiae,,,,,,,,,,,,,,,,,
26043,Ninox novaeseelandiae albaria,"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,Ninox novaeseelandiae albaria,16-Jul-00,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,Extinct,Ninox novaeseelandiae albaria,,,,,,,,,,,,,,,,Historic,,,,,,,,,,,,,,,
26188,Ninox novaeseelandiae undulata,"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,Ninox novaeseelandiae undulata,16-Jul-00,,15-Jul-16,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
696,Ninox rufa,Rufous Owl,,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,,,,,,,,,,,Least Concern,Ninox rufa,,,,,,,,,,,,,,,,,
67048,Ninox rufa meesi,Rufous Owl (Cape York Peninsula),,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,,,,,Near Threatened,Ninox rufa meesi,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
697,Ninox strenua,Powerful Owl,,,,,,Aves,Strigiformes,Strigidae,Ninox,birds,,,Vulnerable,Ninox strenua,,,Vulnerable,Ninox strenua,Endangered,Ninox strenua,,,Vulnerable ,Ninox strenua,,,Least Concern,Ninox strenua,,Present,,Present,Present,,Present,,,,,,,,,,
89874,Nitella furcata,a green alga,,,,,,Streptophyta (no class),Charales,Characeae,Nitella,pond weeds,,,Endangered,Nitella partita,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
89873,Nitella parooensis,a green alga,Critically Endangered,Nitella parooensis,11-Dec-20,,11-Dec-20,Streptophyta (no class),Charales,Characeae,Nitella,pond weeds,,,Critically Endangered,Nitella parooensis,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
8261,Noahdendron nicholasii, ,,,,,,Magnoliopsida,Hamamelidales,Hamamelidaceae,Noahdendron,dicots (two seed leaves),,,,,,,Endangered,Noahdendron nicholasii,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
86752,Norfolcioconcha iota,land snail,,,,,,Gastropoda,Pulmonata,Charopidae,Norfolcioconcha,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Norfolcioconch iota,,,,,,,,,,,,,,,,,
86753,Norfolcioconcha norfolkensis,land snail,,,,,,Gastropoda,Pulmonata,Charopidae,Norfolcioconcha,"snails, slugs",,,,,,,,,,,,,,,,,Vulnerable,Norfolcioconch norfolkensis,,,,,,,,,,,,,,,,,
9120,Normanbya normanbyi,Black Palm,,,,,,Liliopsida,Arecales,Arecaceae,Normanbya,monocots (single seed leaf),,,,,,,,,,,,,,,,,Vulnerable,Normanbya normanbyi,,,,,,,,,,,,,,,,,
731,Northiella haematogaster,Blue Bonnet,,,,,,Aves,Psittaciformes,Psittacidae,Northiella,birds,,,,,,,,,,,,,,,,,Least Concern,Northiella haematogaster,,,,,,,,,,,,,,,,,
91247,Northiella narethae,"Naretha Bluebonnet, Naretha Parrot",,,,,,Aves,Psittaciformes,Psittacidae,Northiella,birds,,,,,,,,,Rare,Northiella narethae,,,,,,,,,,,,,,,,Present,,,,,,,,,
26765,Nososticta baroalba, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Least Concern,Nososticta baroalba,,,,,,,,,,,,,,,,,
26766,Nososticta coelestina, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Least Concern,Nososticta coelestina,,,,,,,,,,,,,,,,,
26767,Nososticta fraterna, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Least Concern,Nososticta fraterna,,,,,,,,,,,,,,,,,
26768,Nososticta kalumburu,Spot winged Threadtail ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Least Concern,Nososticta kalumburu,,,,,,,,,,,,,,,,,
26769,Nososticta koolpinyah, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Vulnerable,Nososticta koolpinyah,,,,,,,,,,,,,,,,,
26770,Nososticta koongarra, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Near Threatened,Nososticta koongarra,,,,,,,,,,,,,,,,,
86757,Nososticta pilbara,Pilbara Threadtail,,,,,,Insecta,Odonata,Platycnemididae,Nososticta,insects,,,,,,,,,,,,,,,,,Endangered,Nososticta pilbara,,,,,,,,,,,,,,,,,
60356,Nososticta solida, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Least Concern,Nososticta solida,,,,,,,,,,,,,,,,,
58559,Nososticta solitaria, ,,,,,,Insecta,Odonata,Protoneuridae,Nososticta,insects,,,,,,,,,,,,,,,,,Least Concern,Nososticta solitaria,,,,,,,,,,,,,,,,,
90038,Nososticta taracumbi,Melville Island Threadtail,,,,,,Insecta,Odonata,Platycnemididae,Nososticta,insects,,,,,,,,,,,,,,,,,Vulnerable,Nososticta taracumbi,,,,,,,,,,,,,,,,,
1930,Notaden bennettii,"Crucifix Toad, Holy Cross Frog",,,,,,Amphibia,Anura,Limnodynastidae,Notaden,frogs,,,,,,,,,,,,,,,,,Least Concern,Notaden bennettii,,,,,,,,,,,,,,,,,
1931,Notaden melanoscaphus,Northern Spadefoot Toad,,,,,,Amphibia,Anura,Limnodynastidae,Notaden,frogs,,,,,,,,,,,,,,,,,Least Concern,Notaden melanoscaphus,,,,,,,,,,,,,,,,,
1932,Notaden nichollsi,Desert Spadefoot Toad,,,,,,Amphibia,Anura,Limnodynastidae,Notaden,frogs,,,,,,,,,,,,,,,,,Least Concern,Notaden nichollsi,,,,,,,,,,,,,,,,,
25961,Notaden weigeli,"Weigel's Toad, Weigel's Spadefoot Toad",,,,,,Amphibia,Anura,Limnodynastidae,Notaden,frogs,,,,,,,,,,,,,,,,,Least Concern,Notaden weigeli,,,,,,,,,,,,,,,,,
89285,Notamacropus agilis,Agile Wallaby,,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,,,,,,,,,Least Concern,Notamacropus agilis,,,,,,,,,,,,,,,,,
89286,Notamacropus dorsalis,Black-striped Wallaby,,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,Endangered,Macropus dorsalis,,,,,,,,,,,,,Least Concern,Notamacropus dorsalis,,Present,,,,,,,,,,,,,,,
89255,Notamacropus eugenii,Tammar Wallaby,,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,,,,,,,,,Least Concern,Notamacropus eugenii,,,,,,,,,,,,,,,,,
89257,Notamacropus eugenii eugenii,Tammar Wallaby (South Australia),,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
89288,Notamacropus greyi,Toolache Wallaby,Extinct,Notamacropus greyi,16-Jul-00,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,Endangered,Macropus greyi,,,,,,,Extinct,Notamacropus greyi,,,,,Historic,,Historic,,,,,,,,,,
89287,Notamacropus irma,Western Brush Wallaby,,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,,,,,,,,,Least Concern,Notamacropus irma,,,,,,,,,,,,,,,,,
89289,Notamacropus parma,Parma Wallaby,Vulnerable,Notamacropus parma,5-Oct-22,,5-Oct-22,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,Vulnerable,Notamacropus parma,,,,,,,,,,,,,Near Threatened,Notamacropus parma,,Endemic,,,,,,,,,,,,,,,
89290,Notamacropus parryi,Whiptail Wallaby,,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,,,,,,,,,Least Concern,Notamacropus parryi,,,,,,,,,,,,,,,,,
89291,Notamacropus rufogriseus,Red-necked Wallaby,,,,,,Mammalia,Diprotodonta,Macropodidae,Notamacropus,mammals,,,,,,,,,,,,,,,,,Least Concern,Notamacropus rufogriseus,,,,,,,,,,,,,,,,,
69259,Notechis scutatus,Tiger Snake,,,,,,Reptilia,Squamata,Elapidae,Notechis,reptiles,,,,,,,,,,,,,,,,,Least Concern,Notechis scutatus,,,,,,,,,,,,,,,,,
82287,Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Notechis scutatus ater,16-Jul-00,,3-Jul-08,Reptilia,Squamata,Elapidae,Notechis,reptiles,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
7896,Notelaea johnsonii,Veinless Mock-olive,,,,,,Magnoliopsida,Scrophulariales,Oleaceae,Notelaea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Notelaea johnsonii,,,,,,,,,,,,,,,,,
2300,Notelaea ligustrina,Privet Mock-olive,,,,,,Magnoliopsida,Scrophulariales,Oleaceae,Notelaea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Notelaea ligustrina,,,,,,,,,,,,,,,,,
15002,Notelaea lloydii,Lloyd's Olive,Vulnerable,Notelaea lloydii,16-Jul-00,,16-Dec-08,Magnoliopsida,Scrophulariales,Oleaceae,Notelaea,dicots (two seed leaves),,,,,,,Vulnerable,Notelaea lloydii,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
10400,Notelaea longifolia,"Mock-olive, Large Mock-olive",,,,,,Magnoliopsida,Scrophulariales,Oleaceae,Notelaea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Notelaea longifolia,,,,,,,,,,,,,,,,,
21635,Notelaea microcarpa,"Small-fruited Mock-olive, Native Olive, Gorge Olive",,,,,,Magnoliopsida,Scrophulariales,Oleaceae,Notelaea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Notelaea microcarpa,,,,,,,,,,,,,,,,,
21245,Notelaea venosa,Veined Mock Olive,,,,,,Magnoliopsida,Scrophulariales,Oleaceae,Notelaea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Notelaea venosa,,,,,,,,,,,,,,,,,
